Question;Réponse
"Est-ce qu&rsquo;il y a Internet partout dans le monde ?";En théorie, oui, mais en pratique, c’est bien différent
"D&rsquo;où vient le miel ?";Ce sont les abeilles qui fabriquent le miel
Pourquoi les fleurs sentent-elles si bon ?;Les fleurs sentent bon pour attirer les insectes et notamment les abeilles
"La plupart des fleuves d&rsquo;Europe sont-ils pollués ?";Malheureusement oui
"D&rsquo;où provient l&rsquo;eau que les pompiers utilisent pour éteindre les feux ?";Avec leur camion rouge équipé d’un long tuyau que l’on appelle lance à incendie, les pompiers déverse de l’eau sur les feux
Pourquoi les camions de pompiers ont-ils une sirène ?;Comme tous les véhicules d’urgence : voiture de police, ambulance…, les camions de pompiers ont une sirène
Pourquoi les pompiers ont-ils une grande échelle ?;L’échelle des pompiers mesure près de 30 mètres de haut, la taille d’un immeuble de 7 étages 
Pourquoi les pompiers portent parfois un masque ?;Lorsque les pompiers interviennent dans des immeubles ou des maisons en feu, ils doivent porter un masque qui leur donne de l’oxygène
Pourquoi les vêtements des pompiers ne brûlent-ils pas ?;Les vêtements des pompiers ne brûlent pas dans le feu parce qu’ils sont fabriqués dans un tissu spécialement conçu pour résister à la chaleur des flammes
Est-ce que le poney est le petit du cheval ?;Non 
"Un poney comprend-il ce qu&rsquo;on lui dit ?";Un poney, comme un cheval est un animal sensible
Les ponts de Paris ont-ils été habités ?;Oui 
Pourquoi le cheval remue-t-il les oreilles ?;Le cheval, comme beaucoup d’animaux, remue ses oreilles en fonction de son humeur
Comment les poules fabriquent-elles les coquilles de leurs œufs ?;La poule ne fabrique pas elle-même la coquille de ses futurs œufs
Y a-t-il un poussin dans tous les œufs de poule ?;La poule pond presque tous les jours
"Qu&rsquo;est-ce que c&rsquo;est que la basse-cour, dans la ferme ?";C’est là que vivent les animaux tels que les poules, les oies, les canards, les pintades, les dindons… tous les animaux à plumes 
"Peut-on s&rsquo;arrêter de respirer aussi longtemps qu&rsquo;on le souhaite ?";Non, bien sûr 
"D&rsquo;où viennent les poux ?";Les poux sont de touts petits insectes munis de pattes se terminant par des griffes qui s’accrochent à… nos cheveux 
"Quels étaient les types d&rsquo;hommes pendant la Préhistoire ?";Il y en a eu 4 : l’Homo habilis (l’homme habile), le premier à avoir fabriqué des outils il y a de ça 3 millions d’années 
Qui étaient les hommes de Cro-Magnon ?;Ces hommes sont nos ancêtres 
"L&rsquo;homme descend-il du singe ?";Eh bien non 
Où vivaient les hommes préhistoriques ?;Ils vivaient dans des grottes, pour se protéger du froid et de la pluie
Sur quel continent sont apparus les premiers hommes ?;C’est en Afrique que l’on a retrouvé les ossements humains les plus anciens
"Qu&rsquo;y avait-il sur Terre avant les dinosaures ?";Les dinosaures font partie des premiers êtres vivants qui ont peuplé la Terre
Sur quel continent seraient apparus les premiers hommes ?;Les premiers hommes seraient apparus en Afrique
"Qu&rsquo;y a-t-il dans le sac à dos des pompiers ?";Le sac à dos des pompiers est indispensable en cas d’intervention
"Comment s&rsquo;appelait le chef de la police dans l&rsquo;Ouest américain ?";Le chef de la police était le sherif
Pourquoi faut-il sortir les chiens pour leur faire faire leur promenade ?;Les chiens ont besoin de sortir pour se défouler
Comment les joueurs de foot se protègent-ils ?;Les joueurs de foot se protègent des éventuels coups des autres joueurs avec des protège-tibias sur le devant des jambes
Au Moyen Âge, que signifiait la couronne du roi ?;Au Moyen Âge et même après, la couronne du roi symbolise la puissance pour celui qui la porte
"À quoi servaient les pyramides, à l&rsquo;époque des pharaons ?";Les pyramides étaient leur tombeaux
"Comment devient-on footballeur professionnel&nbsp;?";Devenir footballeur professionnel est un rêve pour beaucoup, mais attention : c’est un peu le parcours du combattant 
Pourquoi appelait-on les soldats de la Première Guerre mondiale des poilus ?;Deux raisons : la première est que, dans les tranchées, il n’y avait aucun répit pour se laver ou se raser
Pourquoi Louis XIV était-il surnommé le Roi-Soleil ?;Louis XIV, qui régna de 1643 à 1715, s’est choisi lui-même le Soleil comme symbole
Pourquoi y a-t-il 52 cartes dans un jeu de cartes ?;Les jeux de 52 cartes sont basés sur le calendrier grégorien
Que représentent les 5 anneaux, symbole des Jeux olympiques ?;C’est Pierre de Coubertin, créateur des Jeux olympiques modernes, qui a eu l’idée en 1913 de symboliser les Jeux olympiques avec ces 5 anneaux entrelacés
Pourquoi le cheval remue-t-il la queue ?;Dans les champs, l’été, les insectes sont très nombreux… Le cheval remue la queue pour chasser les mouches ou les taons, sortes de grosses mouches, qui essaient de le piquer
Pourquoi le chien remue-t-il la queue ?;On dit que le chien remue la queue lorsqu’il est content
Le scorpion est-il dangereux ?;Oui, le scorpion est un animal très dangereux, malgré sa petite taille
"Quel pharaon d&rsquo;Égypte a eu environ 110 enfants ?";Il s’agit de Ramsès II
Pourquoi les zèbres ont-ils des rayures ?;Certains scientifiques ont dit que les zèbres avaient des rayures pour se camoufler dans la savane et d’autres pour lutter contre la chaleur
Pourquoi doit-on trier les déchets ?;On doit trier les déchets car ils sont recyclés et réutilisés pour fabriquer d’autres objets
"Pourquoi récupère-t-on l&rsquo;eau de pluie ?";Certaines personnes récupère l’eau de pluie dans de grandes cuves, placée sous les gouttières d’une maison
Qui a inventé le football ?;En réalité, le football serait inspiré d’un sport pratiqué en France il y a très longtemps
Pourquoi dit-on que le vendredi 13 porte malheur ?;Certains pensent que cette superstition vient du christianisme
De nos jours, quels animaux sont les plus proches des dinosaures ?;Les animaux les plus proches des dinosaures, de nos jours, sont les oiseaux 
À quoi sert la langue du varan, ce gros lézard ?;Sa langue lui sert de nez 
Comment le boa tue-t-il les animaux dont il veut se nourrir ?;Dans les forêts amazonniennes d’Amérique, cet énorme serpent qu’est le boa s’enroule autour de l’animal et serre doucement ses anneaux jusqu’à l’étouffer !..
Le requin est-il un mammifère ou un poisson ?;Le requin est un poisson
"Peut-on s&rsquo;arrêter de respirer aussi longtemps qu&rsquo;on le souhaite ?";Non, bien sûr 
À quoi ça sert de respirer ?;Pour vivre, tu as besoin de respirer
Pourquoi doit-on dormir ?;Lorsque l’on dort, le corps fonctionne au ralenti, ce qui permet à tous les organes et particulièrement au cerveau de se reposer
Pourquoi rit-on ?;Lorsque l’on entend quelque chose de drôle, les sens envoient des messages au cerveau
Où commencent les rivières ?;Au commencement, une rivière est toujours un petit ruisseau
Ou finissent les rivières ?;Les rivières finissent leur course dans les fleuves qui se jettent dans l’océan
"C&rsquo;est quoi la robe d&rsquo;un cheval ?";Il s’agit de la couleur de ses poils
Pourquoi Louis XIV était-il surnommé le Roi-Soleil ?;Louis XIV, qui régna de 1643 à 1715, s’est choisi lui-même le Soleil comme symbole
Qui était Charlemagne ?;Charlemagne était un roi qui a vécu au Moyen Âge
"Où se déroulaient les spectacles de gladiateurs&nbsp;?";Les spectacles de gladiateurs se déroulaient dans des amphithéâtres, immenses théâtres ronds, où les bancs sont placés tout autour, en escalier
Qui étaient les gladiateurs ?;Les gladiateurs étaient soit des hommes qui se battaient pour de l’argent, soit des esclaves qui essayaient de gagner leur liberté ou encore des bandits qui, à la place d’être en prison, risquaient leur..
Qui était Jules César ?;Jules César était un grand général de l’armée romaine, qui en réalité n’a jamais été empereur 
À quoi correspondait « la tortue », chez les Romains ?;La tortue correspondait à l’une des techniques de défense de l’armée romaine
Comment Jules César est-il mort ?;Jules César, ce puissant empereur romain, a été assassiné
Pourquoi les chats ronronnent ?;Tous les chats ronronnent lorsqu’ils sont contents, quand on les caresse, par exemple
En quoi étaient faites les roues des premières voitures ?;Les roues des premières voitures n’étaient pas faites en caoutchouc comme maintenant, mais elles étaient en bois
"Qu&rsquo;annonce le roulement de tambour, dans un cirque ?";Le roulement de tambour, dans un cirque, annonce qu’un numéro dangereux va se dérouler
"Quelle est la différence lorsqu&rsquo;un cheval se cabre ou qu&rsquo;il rue ?";On dit qu’un cheval se cabre, lorsqu’il se lève sur ses postérieurs (jambes arrière) et agite ses antérieurs (jambes avant)
Les chevaux se battent-ils ?;Les chevaux se battent rarement ou vraiment quand ils ont peur
Comment fabrique-t-on du verre ?;Pour fabriquer du verre, il faut mélanger du sable avec deux produits chimiques : de la soude et de la chaux que l’on chauffe à 1 600 °C, ce qui est très chaud 
Sur la plage, le sable est-il toujours jaune ?;Eh non 
"D&rsquo;où vient le sable, sur les plages ?";Le sable des plages est en fait de minuscules petits morceaux de roches et de coquillages qui ont été broyés par la mer
Pourquoi met-on des fers sur les sabots des poneys et des chevaux ?;Les fers sont faits pour protéger les sabots des chevaux et des poneys
"Qu&rsquo;y a-t-il dans le sac à dos des pompiers ?";Le sac à dos des pompiers est indispensable en cas d’intervention
Pourquoi au Moyen Âge, les femmes sortaient-elles avec des chaussures aux épaisses semelles ?;Au Moyen Âge, les rues des villes étaient extrêmement sales
Pourquoi le cœur bat-il ?;Le cœur bat pour faire circuler le sang dans ton corps, comme une pompe
"Est-ce le bruit de la mer que l&rsquo;on entend quand on approche un coquillage de son oreille ?";Il ne s’agit pas du bruit de la mer que l’on entend
"Lorsque l&rsquo;on se cogne, pourquoi a-t-on un bleu ?";Lorsque l’on se cogne, des vaisseaux sanguins sont écrasés
À quoi sert le sang ?;Le sang circule dans les vaisseaux, les veines et les artères
"C&rsquo;est quoi les dents de sagesse ?";Les dents de sagesse sont au nombre de 4 : 2 en haut et 2 en bas
Comment la voix sort-elle du téléphone ?;La voix est transportée par des ondes qui se déplacent très vite
"C&rsquo;est quoi exactement une start-up ?";C’est une entreprise qui démarre (« to start » en anglais) et dont le secteur d’activités est lié aux nouvelles technologies : ordinateurs, téléphones, sites Web, recherches en biologie et plein..
Le scorpion est-il dangereux ?;Oui, le scorpion est un animal très dangereux, malgré sa petite taille
"Que font les scorpions quand ils n&rsquo;ont plus rien à manger ?";Ils se dévorent entre eux 
Les pompiers sont-ils médecins ?;Non, mais lorsqu’ils apprennent leur métier, ils sont formés aux gestes de premiers secours, comme arrêter un saignement, aider quelqu’un à respirer ou immobiliser une personne blessée
Est-ce que tous les châteaux forts se ressemblaient ?;Non, les châteaux forts étaient tous différents
Pourquoi les chevaliers participaient-ils à des tournois ?;Les chevaliers participaient à des tournois de façon à mesurer leur force, les uns vis-à-vis des autres
Pourquoi les femmes ont-elles des seins ?;Les femmes ont des seins pour nourrir leur bébé
Pourquoi la mer est-elle salée ?;En dégoulinant, la pluie emporte le sel des montagnes dans les rivières puis dans la mer...
Comment le boa tue-t-il les animaux dont il veut se nourrir ?;Dans les forêts amazonniennes d’Amérique, cet énorme serpent qu’est le boa s’enroule autour de l’animal et serre doucement ses anneaux jusqu’à l’étouffer !..
Comment vaut-il mieux se laver ?;Il vaut mieux se laver en privilégiant une courte douche et surtout bien couper l’eau pendant que l’on se lave
Pourquoi doit-on se laver ?;On doit se laver pour garder son corps en bonne santé
Quelle était la pierre que taillaient les hommes préhistoriques ?;La pierre que taillaient les hommes préhistoriques pour en faire des armes et des outils est le silex
"L&rsquo;homme descend-il du singe ?";Eh bien non 
Quelle est la meilleure mère du règne animal ?;La maman gorille est l’une des mères les plus douces avec son petit
Pourquoi les camions de pompiers ont-ils une sirène ?;Comme tous les véhicules d’urgence : voiture de police, ambulance…, les camions de pompiers ont une sirène
Pourquoi ferme-t-on les yeux au soleil ?;Regarder le soleil peut être dangereux pour les yeux 
"Pourquoi l&rsquo;eau des mers et des océans est-elle bleue ?";L’eau transparente des océans absorbe toutes les couleurs de l’arc-en-ciel sauf le bleu qu’elle rejette
Le Soleil tourne-t-il ?;Eh oui 
Pourquoi la Lune brille-t-elle ?;Parce que le Soleil l’éclaire
Le Soleil est-il une étoile ?;Eh oui 
Quelle est la différence entre une étoile et une planète ?;La différence entre une étoile et une planète se trouve dans sa taille
"Comment dorment les astronautes, dans l&rsquo;espace ?";Dans l’espace, il n’y a pas de gravité terrestre, c’est-à-dire que rien n’est retenu au sol
